productId	profileName	helpfulness	score	time
B0071AD95K	"Eric Lessner ""Eric0118"""	0/0	5.0	6:12:2010
B000063W1R	"Terrie ""seamstress"""	1/1	5.0	9:18:2012
B000063W1R	LBurkett	1/1	5.0	9:18:2012
B000063W1R	"Brandy51 ""Brandy"""	1/1	5.0	9:16:2012
B000063W1R	Mimi	1/1	5.0	8:12:2012
B000063W1R	Holly N.	1/1	4.0	3:14:2012
B000063W1R	ECastle	1/1	5.0	3:11:2012
B000063W1R	"Mark E. Baxter ""Inquirer"""	1/1	5.0	11:2:2011
B000063W1R	PINKPEARL	1/1	5.0	3:14:2011
B000063W1R	Viva	1/1	4.0	10:25:2010
B000063W1R	"Arturo Bustamante ""Art"""	1/1	5.0	5:30:2010
B000063W1R	M. Pruitt	1/1	5.0	8:3:2009
B000063W1R	susumu-5	1/1	3.0	6:13:2009
B000063W1R	James D'arcy Pacita D'arcy	1/1	5.0	3:17:2009
B000063W1R	S. AIKEN	1/1	4.0	3:10:2009
B000063W1R	Casey 
