productId	profileName	helpfulness	score	time
B0071AD95K	"Eric Lessner ""Eric0118"""	0/0	5.0	6:12:2010
B000063W1R	"Terrie ""seamstress"""	1/1	5.0	9:18:2012
B000063W1R	LBurkett	1/1	5.0	9:18:2012
B000063W1R	"Brandy51 ""Brandy"""	1/1	5.0	9:16:2012
B000063W1R	Mimi	1/1	5.0	8:12:2012
B000063W1R	Holly N.	1/1	4.0	3:14:2012
B000063W1R	ECastle	1/1	5.0	3:11:2012
B000063W1R	"Mark E. Baxter ""Inquirer"""	1/1	5.0	11:2:2011
B000063W1R	PINKPEARL	1/1	5.0	3:14:2011
B000063W1R	Viva	1/1	4.0	10:25:2010
B000063W1R	"Arturo Bustamante ""Art"""	1/1	5.0	5:30:2010
B000063W1R	M. Pruitt	1/1	5.0	8:3:2009
B000063W1R	susumu-5	1/1	3.0	6:13:2009
B000063W1R	James D'arcy Pacita D'arcy	1/1	5.0	3:17:2009
B000063W1R	S. AIKEN	1/1	4.0	3:10:2009
B000063W1R	Casey Scott	1/1	4.0	3:2:2009
B000063W1R	Ken Gingerly	1/1	4.0	2:25:2009
B000063W1R	J. Smith	1/1	5.0	2:18:2009
B000063W1R	D. Myers	1/1	5.0	1:15:2009
B000063W1R	M. Miller	1/1	3.0	11:28:2008
B000063W1R	M. Gibson	1/1	5.0	9:12:2008
B000063W1R	freedom78	1/1	3.0	3:8:2008
B000063W1R	J. Thomas	1/1	5.0	12:29:2007
B000063W1R	"Randall Shute ""The Coroner of China"""	1/1	5.0	12:25:2007
B000063W1R	"AVA VAN ""Caveziel fan"""	1/1	5.0	12:24:2007
B000063W1R	K. Wells	1/1	5.0	11:26:2007
B000063W1R	K. Atkins	1/1	4.0	10:26:2007
B000063W1R	Jerry	1/1	5.0	10:20:2007
B000063W1R	M. J. McManus	1/1	4.0	9:12:2007
B000063W1R	horrorqueen	1/1	5.0	9:12:2007
B000063W1R	C. Reich	1/1	5.0	9:5:2007
B000063W1R	"Fish Hunter ""Eddie"""	1/1	4.0	8:26:2007
B000063W1R	CMR	1/1	5.0	8:23:2007
B000063W1R	"Cherie M. Faiola ""sprintschic"""	1/1	5.0	6:25:2007
B000063W1R	Anna B.	1/1	5.0	3:21:2002
B000063W1R	"M. Enfield ""PT"""	3/4	5.0	12:14:2005
B000063W1R	"Alejandra Vernon ""artist & illustrator"""	3/4	5.0	5:19:2004
B000063W1R	"""princesssilvia"""	5/7	5.0	11:16:2002
B000063W1R	"D. McGrath ""dmack58"""	2/3	4.0	3:4:2008
B000063W1R	Julian J. Robinson	2/3	5.0	3:3:2008
B000063W1R	"Lisa Higgins ""bearloverb4u"""	2/3	5.0	11:12:2006
B000063W1R	blacketarani	2/3	4.0	4:11:2006
B000063W1R	"Tricecakes ""La Trice"""	2/3	5.0	6:20:2005
B000063W1R	"Andrew Urquhart ""Metal Guru"""	2/3	5.0	1:16:2005
B000063W1R	Joe Sherry	2/3	4.0	4:21:2004
B000063W1R	"Lisa ""southernbelle54"""	2/3	3.0	6:8:2003
B000063W1R	Randy Given	2/3	5.0	1:16:2003
B000063W1R	"Jason A. Myers ""jaypers"""	2/3	4.0	10:20:2002
B000063W1R	Brad	2/3	5.0	7:2:2002
B000063W1R	"Alaya AD ""Alayadvaita"""	0/0	5.0	10:21:2012
B000063W1R	"Quaestor ""Raoul Duke"""	0/0	5.0	10:12:2012
B000063W1R	Jason	0/0	5.0	10:7:2012
B000063W1R	Mark Maline	0/0	5.0	10:5:2012
B000063W1R	"PatriciaMac ""Patricia"""	0/0	4.0	9:29:2012
B000063W1R	Brandi	0/0	5.0	9:23:2012
B000063W1R	Lucky, Sweet  & Pretty	0/0	5.0	9:21:2012
B000063W1R	Mark Twain	0/0	5.0	9:8:2012
B000063W1R	scifi	0/0	5.0	8:17:2012
B000063W1R	Larry Finley	0/0	5.0	8:7:2012
B000063W1R	D. Litton	253/269	5.0	2:1:2002
B000063W1R	Grady Harp	104/110	5.0	9:12:2002
B000063W1R	Jeffrey Leach	85/89	4.0	6:5:2003
B000063W1R	Eric	26/27	4.0	9:17:2002
B000063W1R	Joboo	31/34	4.0	1:15:2002
B000063W1R	Hazen B Markoe	24/26	4.0	1:25:2002
B000063W1R	G M. Stathis	28/32	3.0	8:11:2002
B000063W1R	Intro Spective	30/36	5.0	1:17:2002
B000063W1R	Alexandra N.	13/14	5.0	1:7:2004
B000063W1R	Matthew Edmundson	14/16	5.0	11:4:2003
B000063W1R	HawaiianPrince1	0/0	5.0	7:12:2012
B000063W1R	MotherPickle	0/0	4.0	6:28:2012
B000063W1R	shirley	0/0	5.0	6:7:2012
B000063W1R	M. Keating	0/0	3.0	5:25:2012
B000063W1R	Doyouwantaspoon	0/0	5.0	5:24:2012
B000063W1R	SMBrandon	0/0	5.0	5:14:2012
B000063W1R	TCCurt	0/0	4.0	5:6:2012
B000063W1R	L.	0/0	5.0	5:5:2012
B000063W1R	Vince Barrett	0/0	4.0	4:16:2012
B000063W1R	JRKsHostess	0/0	5.0	4:12:2012
B000063W1R	Jon C Varner	0/0	5.0	4:11:2012
B000063W1R	NCSouthernBelle	0/0	5.0	2:26:2012
B000063W1R	Kathy A. Minnich	0/0	5.0	11:22:2011
B000063W1R	deke13	0/0	5.0	11:8:2011
B000063W1R	"Conrad D. Storrer ""C-MAN"""	0/0	5.0	9:17:2011
B000063W1R	penny	0/0	5.0	9:5:2011
B000063W1R	Wayne Nelson	0/0	5.0	9:3:2011
B000063W1R	Gertrude Buck	0/0	4.0	8:27:2011
B000063W1R	Derek	0/0	5.0	7:3:2011
B000063W1R	AvidReader	0/0	5.0	6:25:2011
B000063W1R	"B.C. ""B.C."""	0/0	5.0	5:29:2011
B000063W1R	Richb	0/0	5.0	5:17:2011
B000063W1R	Iana	0/0	5.0	4:5:2011
B000063W1R	Eric W. Fairhurst	0/0	5.0	3:30:2011
B000063W1R	Keara Williams	0/0	5.0	3:24:2011
B000063W1R	silverfox	0/0	5.0	2:19:2011
B000063W1R	Dyanna	0/0	4.0	2:13:2011
B000063W1R	Douglas M. Franklin	0/0	5.0	10:23:2010
B000063W1R	"A. Cooper ""Ms. Voice"""	0/0	5.0	10:12:2010
B000063W1R	Donna Rambo	0/0	5.0	9:4:2010
B000063W1R	James A. Capps	0/0	5.0	8:10:2010
B000063W1R	~Vera	0/0	5.0	8:6:2010
B000063W1R	Gail Baumann	0/0	5.0	7:20:2010
B000063W1R	Andrew Ellington	0/0	5.0	7:14:2010
B000063W1R	"Jennifer V. West ""Colorado Chipeta"""	0/0	5.0	5:23:2010
B000063W1R	"Carlos Donoso Kronfle ""-CDK-"""	0/0	5.0	4:6:2010
B000063W1R	Geoff Puterbaugh	0/0	4.0	3:31:2010
B000063W1R	"E. Garcia ""E. Garcia"""	0/0	5.0	2:1:2010
B000063W1R	"L. G. Blaylock ""BookLover"""	0/0	5.0	1:30:2010
B000063W1R	Mark	0/0	5.0	1:6:2010
B000063W1R	"Jonathan Hall ""j360"""	0/0	4.0	12:28:2009
B000063W1R	"JR Felisilda ""jfelisilda"""	0/0	5.0	12:9:2009
B000063W1R	Christopher J. Martin	0/0	5.0	11:29:2009
B000063W1R	"FaithOryx ""Always Searching"""	0/0	5.0	11:15:2009
B000063W1R	Chelsea K. Welsh	0/0	5.0	10:18:2009
B000063W1R	Joseph Broadway	0/0	4.0	9:12:2009
B000063W1R	"Erika J. Avera ""dorkified and lovely"""	0/0	5.0	9:10:2009
B000063W1R	"Writer of Books - Mage - Mom to Two ""Writer, ..."	0/0	5.0	7:19:2009
B000063W1R	"Khayriyyah Ali ""Jamilah Aromatherapy"""	0/0	5.0	5:29:2009
B000063W1R	"Roger L. Sayer ""Lenedwin"""	0/0	4.0	5:23:2009
B000063W1R	Craig Connell	0/0	5.0	5:20:2009
B000063W1R	"J. W. Henderson ""Sky Pilot"""	0/0	5.0	5:13:2009
B000063W1R	Brian K. Adams	0/0	5.0	4:30:2009
B000063W1R	"Teresa ""SWEETHEART"""	0/0	5.0	4:5:2009
B000063W1R	"McLisaDiva ""Lisa"""	0/0	4.0	1:13:2009
B000063W1R	C. Rocklein	0/0	4.0	1:11:2009
B000063W1R	P. Hawley	0/0	5.0	9:6:2008
B000063W1R	"C. A. Luster ""The Rook"""	0/0	4.0	7:27:2008
B000063W1R	Andrew Raker	0/0	5.0	1:25:2008
B000063W1R	Casey J. Chalk	0/0	4.0	12:28:2007
B000063W1R	"walter peak ""reaper 6"""	0/0	4.0	10:1:2007
B000063W1R	"J. R. Herring ""Pickled"""	0/0	4.0	1:8:2007
B000063W1R	Larry Scantlebury	0/0	5.0	5:23:2006
B000063W1R	Lady Raven RAVE!	0/0	5.0	5:23:2006
B000063W1R	Bill Garrison	0/0	4.0	5:21:2006
B000063W1R	Dianna Rollo	0/0	5.0	1:23:2002
B000063W1R	Grant McKee	3/5	5.0	6:13:2004
B000063W1R	"""ja7000"""	3/5	5.0	10:15:2002
B000063W1R	"Bonnie-Ann ""bakesq"""	3/5	5.0	7:1:2002
B000063W1R	Cory R. Tuinstra	3/5	4.0	6:2:2007
B000063W1R	soccer amatuer	1/2	4.0	4:6:2008
B000063W1R	ephesians 6:11	1/2	5.0	4:6:2008
B000063W1R	Patricia Harris	1/2	5.0	5:16:2007
B000063W1R	K. Washburn	1/2	5.0	5:5:2007
B000063W1R	Teacher	1/2	5.0	1:10:2007
B000063W1R	"S. Garcia ""Marius"""	1/2	5.0	1:6:2007
B000063W1R	Lynne P. Caldwell	1/2	5.0	3:25:2006
B000063W1R	"C. J Peters ""Anne"""	1/2	5.0	8:24:2004
B000063W1R	Traveler	1/2	5.0	3:17:2004
B000063W1R	"orbit13 ""orbit13"""	1/2	4.0	3:13:2004
B000063W1R	"m a h h a ""tsouman"""	1/2	5.0	2:7:2004
B000063W1R	Joseph Valentine Dworak	1/2	3.0	9:23:2002
B000063W1R	"Darren Harrison ""DVD collector and reviewer"""	1/2	4.0	9:18:2002
B000063W1R	MsEsq	1/2	5.0	9:17:2002
B000063W1R	"Nicole Barlow ""Nico"""	1/2	5.0	9:17:2002
B000063W1R	"HardyBoy64 ""RLC"""	1/2	5.0	9:16:2002
B000063W1R	"L. Jerome ""jamdown"""	1/2	5.0	9:15:2002
B000063W1R	"P. Rudnicki ""cynderela23"""	1/2	4.0	9:10:2002
B000063W1R	Michael Crane	1/2	5.0	8:30:2002
B000063W1R	K. Johnson	1/2	4.0	6:24:2002
B000063W1R	Emily Todd	1/2	5.0	4:24:2002
B000063W1R	"Susan Hinojoza ""It's a full life."""	35/56	1.0	11:27:2002
B000063W1R	Ryan R. Grant	4/7	4.0	3:1:2005
B000063W1R	"Janis Ann ""Jan"""	2/4	5.0	8:18:2005
B000063W1R	"C. D Smith ""dogstar49"""	2/4	2.0	3:21:2004
B000063W1R	Film Critic	2/4	5.0	5:28:2002
B000063W1R	gobirds2	2/4	3.0	3:10:2002
B000063W1R	"themadbaroness ""laurnie15"""	2/4	5.0	2:15:2002
B000063W1R	Elena	2/4	4.0	2:4:2002
B000063W1R	"Robert Gyepes ""Magyar gyerek"""	10/17	1.0	4:15:2004
B000063W1R	"Heather Butler ""litgraduatestudent"""	5/9	2.0	1:18:2006
B000063W1R	"""asfaraster"""	5/9	1.0	5:4:2004
B000063W1R	Vicky	5/9	5.0	11:17:2002
B000063W1R	Darreld E. Studie	0/1	5.0	5:2:2012
B000063W1R	lparkerbaldi	0/1	5.0	1:15:2012
B000063W1R	"Michael S. Whitman ""michaelwsf"""	0/1	5.0	12:13:2011
B000063W1R	Mark	0/1	5.0	12:1:2011
B000063W1R	Renee Turner	0/1	5.0	8:27:2011
B000063W1R	PantherDame	0/1	5.0	11:10:2010
B000063W1R	Enjolras	0/1	3.0	3:21:2010
B000063W1R	"Bella ""Bella"""	0/1	3.0	3:9:2009
B000063W1R	Carolyn K. Young	0/1	5.0	2:23:2009
B000063W1R	mathwonk	0/1	2.0	1:30:2009
B000063W1R	C. O'Hala	0/1	5.0	6:19:2008
B000063W1R	John D. Aldridge	0/1	3.0	3:29:2008
B000063W1R	Brian Landers	0/1	5.0	3:25:2008
B000063W1R	Guy R. Gingras	0/1	5.0	11:10:2006
B000063W1R	TropicMD	0/1	5.0	7:3:2006
B000063W1R	Richard A. Smith	0/1	5.0	5:27:2004
B000063W1R	L. Magee	0/1	5.0	4:14:2004
B000063W1R	Silmarwen	0/1	4.0	3:4:2004
B000063W1R	"BD Ashley ""vidiot_y2k"""	0/1	3.0	5:18:2003
B000063W1R	"Deborah L. Woodstuff ""IntoTea"""	0/1	4.0	1:19:2003
B000063W1R	"Grateful Soldier ""Jer 20:11"""	4/4	3.0	2:1:2005
B000063W1R	"""greenjade08"""	4/4	5.0	1:24:2002
B000063W1R	"G. Taylor ""Ordinary Average Guy"""	6/7	2.0	12:16:2006
B000063W1R	"Ry ""Ry"""	6/7	5.0	1:24:2006
B000063W1R	"kevh015 ""Kevin"""	6/7	4.0	3:14:2005
B000063W1R	Kettle	6/7	5.0	3:13:2005
B000063W1R	"William D. Shingleton ""Wishful Thinking Is No..."	6/7	4.0	2:4:2005
B000063W1R	Linda Linguvic	6/7	5.0	3:15:2003
B000063W1R	Ryan Yeung	6/7	2.0	1:31:2002
B000063W1R	"Brian E. Erland ""Rainbow Sphinx"""	3/3	4.0	10:25:2006
B000063W1R	JediMack	0/1	4.0	12:31:2002
B000063W1R	"""jellybean_558"""	0/1	4.0	10:2:2002
B000063W1R	Halo Jones	0/1	4.0	9:22:2002
B000063W1R	Zagnorch	0/1	4.0	1:23:2002
B000063W1R	Intro Spective	0/1	5.0	1:17:2002
B000063W1R	C. Carpenter	13/22	1.0	7:10:2005
B000063W1R	"E. Kleine ""hiikew"""	8/14	1.0	9:9:2002
B000063W1R	"Dionna L. L. Sanchez ""Emphasis On Moms"""	3/6	5.0	9:28:2005
B000063W1R	Samuel F. Lytal	9/16	1.0	12:20:2007
B000063W1R	"JRK ""jkunz"""	1/3	5.0	2:9:2002
B000063W1R	ROMANYRYE	1/3	1.0	9:21:2012
B000063W1R	pj	1/3	1.0	9:2:2011
B000063W1R	paark	1/3	1.0	7:6:2011
B000063W1R	P. Tune	1/3	2.0	7:8:2010
B000063W1R	Octavius	12/21	1.0	7:27:2004
B000063W1R	J. Stafiej	4/8	1.0	3:23:2012
B000063W1R	R. Johnson	4/8	4.0	10:13:2005
B000063W1R	Jose Rodriguez	4/8	1.0	1:3:2003
B000063W1R	"""murdochian"""	4/8	2.0	12:7:2002
B000063W1R	James Jonas	4/8	1.0	9:27:2002
B000063W1R	"Alvin Tanhehco ""kerki"""	4/8	5.0	2:27:2002
B000063W1R	Dima	7/13	1.0	12:21:2003
B000063W1R	Stephen Smith	7/13	1.0	9:28:2002
B000063W1R	Ian Creamer	10/18	2.0	4:14:2002
B000063W1R	Dana	13/23	2.0	4:28:2002
B000063W1R	Richard S. Heckart	2/5	2.0	5:28:2007
B000063W1R	"J. K. Moser ""JKM"""	2/5	5.0	8:7:2005
B000063W1R	"S. T. Page ""Tinker"""	2/5	5.0	2:19:2005
B000063W1R	"Nic ""past reviews of some pastimes"""	2/5	5.0	12:5:2004
B000063W1R	Charismatic Creature	2/5	2.0	11:8:2003
B000063W1R	Tim	2/5	5.0	7:12:2003
B000063W1R	"""saintbsm"""	2/5	4.0	10:24:2002
B000063W1R	"Edward Lee ""Trekscribbler (NCC1205)"""	2/5	4.0	2:28:2002
B000063W1R	mtllcARMS	2/5	4.0	2:10:2002
B000063W1R	blueflame	2/5	5.0	12:23:2011
B000063W1R	"Luis C. Debonopaula ""Longhorn"""	5/10	2.0	7:9:2006
B000063W1R	"J. Evans ""Cobra Kai Dojo"""	5/10	1.0	1:29:2005
B000063W1R	whea-wix	3/7	5.0	11:6:2002
B000063W1R	"Ms. Rich ""AM LIT TEACHER"""	0/2	5.0	1:27:2012
B000063W1R	Midnight	0/2	4.0	1:26:2012
B000063W1R	Michael Malloy	0/2	5.0	12:31:2011
B000063W1R	"Judith E. Layow ""MS. JUDITH"""	0/2	5.0	12:16:2011
B000063W1R	Viv	0/2	5.0	11:8:2011
B000063W1R	nwhyme	0/2	1.0	11:25:2008
B000063W1R	"Val ""LOTRMatrixHPLostFreak"""	0/2	2.0	9:20:2007
B000063W1R	"D. P. Mas ""davidinOZ"""	0/2	5.0	9:17:2005
B000063W1R	"D. Gellenbeck ""Austin Movie Watcher"""	0/2	5.0	9:13:2005
B000063W1R	Mr. Caraballo	0/2	5.0	7:5:2005
B000063W1R	I ain't no porn writer	0/2	5.0	5:3:2004
B000063W1R	"Just a Dreamer ""dreamer0@aol.com"""	0/2	5.0	4:11:2004
B000063W1R	Emily Sieger	0/2	5.0	10:20:2003
B000063W1R	"""jrparente"""	1/4	5.0	6:10:2004
B000063W1R	Mitch Weaver	1/4	5.0	12:2:2003
B000063W1R	"""spikki"""	1/4	5.0	2:11:2002
B000063W1R	Dee	1/4	1.0	6:20:2012
B000063W1R	bbbbbb	1/4	1.0	5:20:2012
B000063W1R	Spike5	1/4	1.0	5:2:2011
B000063W1R	AmyTia	1/4	1.0	1:12:2011
B000063W1R	Lucy Coronado	1/4	1.0	9:3:2008
B000063W1R	"JustAReader ""NoNeed2Comment"""	1/4	3.0	4:4:2006
B000063W1R	"BMS ""Brian"""	8/16	1.0	10:28:2002
B000063W1R	"Regina Pounds ""novelist"""	3/3	4.0	1:9:2005
B000063W1R	Bigflu	3/3	5.0	8:28:2003
B000063W1R	Lawrance M. Bernabo	3/3	4.0	2:27:2003
B000063W1R	Paul A. Rundle	3/3	5.0	2:17:2003
B000063W1R	Thomas Walsh	4/10	1.0	9:27:2002
B000063W1R	L. Jones	0/3	5.0	3:11:2007
B000063W1R	Fairy Tale Girl !	0/3	3.0	11:5:2006
B000063W1R	Michael Ashby	0/3	3.0	9:18:2003
B000063W1R	Matt	0/3	1.0	8:14:2012
B000063W1R	Susi	0/3	5.0	10:16:2011
B000063W1R	"Michael ""Physicist"""	0/3	1.0	12:1:2010
B000063W1R	Grog	1/5	1.0	11:28:2011
B000063W1R	"Dilemma ""DLMA"""	1/5	1.0	2:7:2010
B000063W1R	matthew h	1/7	3.0	8:30:2002
B000063W1R	Thomas Foss	5/22	1.0	1:9:2004
B000063W1R	"H. Mirza ""The Dude"""	13/50	1.0	8:24:2002
B000063W1R	James McDonald	0/33	1.0	3:7:2005
B000063W1R	Alexander Borrelli	3/3	2.0	1:27:2002
B000063W1R	NCD	5/6	5.0	8:18:2002
B000063W1R	"Savant11 ""Savant11"""	5/6	5.0	1:24:2002
B000063W1R	Nichomachus	5/6	2.0	4:25:2004
B000063W1R	"""mr_fan87"""	7/9	5.0	1:26:2002
B000063W1R	Dennis A. Amith (kndy)	2/2	4.0	12:15:2011
B000063W1R	Darren B. O'Connor	2/2	5.0	12:9:2009
B000063W1R	"netman ""netman"""	2/2	5.0	10:7:2009
B000063W1R	Leif Sheppard	2/2	5.0	6:30:2009
B000063W1R	Timothy Lovett	2/2	4.0	4:5:2008
B000063W1R	Mylo's Mom	2/2	5.0	3:29:2008
B000063W1R	Richard Laborde	2/2	5.0	9:2:2007
B000063W1R	John Farr	2/2	5.0	7:24:2007
B000063W1R	"Carolyn ""Quiltek"""	2/2	5.0	7:5:2007
B000063W1R	J. Amend	2/2	4.0	3:28:2007
B000063W1R	Cindy T. Morgan	2/2	5.0	3:19:2007
B000063W1R	J. Scott Ezzell	2/2	5.0	12:4:2006
B000063W1R	Anony Mous	2/2	4.0	5:2:2006
B000063W1R	"Becky Hatfield ""book fire wolf"""	2/2	4.0	4:30:2006
B000063W1R	HeadbangerDuh	2/2	5.0	1:8:2005
B000063W1R	Laura Lond	2/2	4.0	8:27:2003
B000063W1R	"""ropes7339"""	2/2	4.0	2:4:2002
B000063W1R	Sara	2/2	5.0	1:26:2002
B000063W1R	"Megan ""Avid reader and movie watcher"""	4/5	5.0	9:26:2006
B000063W1R	Eric Johnsen	4/5	4.0	1:29:2006
B000063W1R	Juan J. Casero	4/5	3.0	3:5:2005
B000063W1R	"M J Heilbron Jr. ""Dr. Mo"""	4/5	4.0	8:16:2004
B000063W1R	Charles Ryder	4/5	3.0	10:22:2003
B000063W1R	"""reia"""	4/5	4.0	9:25:2002
B000063W1R	Lucy Dibdin	4/5	4.0	4:20:2002
B000063W1R	juvimama	1/1	1.0	10:15:2012
B000NDFLWG	Kyle Tolle	17/18	5.0	6:11:2007
B000NDFLWG	Timothy P. Scanlon	13/13	4.0	12:18:2007
B000NDFLWG	"Vickie Beene Beavers ""vbeene"""	3/3	5.0	9:25:2007
B000NDFLWG	Bonnie	4/5	5.0	7:18:2007
B000NDFLWG	"Desiree ""Desiree"""	8/11	3.0	8:16:2007
B000NDFLWG	Timegoesby	1/1	1.0	4:5:2012
B000NDFLWG	stoic	1/1	4.0	2:18:2010
B000NDFLWG	"J. L LaRegina ""Jim LaRegina"""	1/1	5.0	9:9:2009
B000NDFLWG	George Satterthwaite	1/1	4.0	1:26:2008
B000NDFLWG	"Walter W. Ko ""Walter Ko"""	0/0	5.0	6:4:2011
B000NDFLWG	Rodney Wilson	0/0	4.0	4:3:2010
B000NDFLWG	"James A. Goodman ""Avid SciFi/Fantasy Reader"""	0/0	5.0	2:21:2008
B000NDFLWG	A. Schultz	0/0	5.0	1:11:2008
B000NDFLWG	Michael R. Gunn	0/0	5.0	6:30:2007
B000NDFLWG	Tanya G. Spitznagel	3/5	4.0	6:6:2007
B000NDFLWG	"J. Forst ""fatesfan"""	0/1	5.0	5:4:2008
B000NDFLWG	"R. Scott ""consumeristic"""	0/9	1.0	2:23:2009
B000WI23KA	"Jennifer Rowland ""ICANREAD!"""	5/5	5.0	5:24:2008
B000WI23KA	Richard Masloski	2/2	5.0	3:11:2012
B000WI23KA	Nate F	1/1	5.0	10:14:2010
B000WI23KA	Ashley March	1/1	5.0	1:30:2008
B000WI23KA	"James Bond ""007"""	1/3	1.0	1:20:2008
B000WI23KA	Seussian Physics	0/2	1.0	1:19:2008
B008FPU7AA	"Vannie Ryanes ""Vannie Ryanes/VSR Book Review"""	10/10	2.0	10:18:2002
B008FPU7AA	"Andrew R. Oerman ""A. Rex"""	8/8	3.0	11:19:2001
B008FPU7AA	Scott T. Rivers	2/2	2.0	7:17:2009
B008FPU7AA	"Lonnie E. Holder ""The Review's the Thing"""	2/2	3.0	8:17:2007
B008FPU7AA	Michael Ledo	1/1	5.0	2:23:2012
B008FPU7AA	Annie Van Auken	1/1	4.0	2:5:2011
B008FPU7AA	rev2134	1/1	5.0	12:26:2010
B008FPU7AA	Annie Van Auken	1/1	4.0	9:9:2010
B008FPU7AA	Annie Van Auken	1/1	4.0	9:9:2010
B008FPU7AA	Acute Observer	0/0	3.0	11:24:2008
B008FPU7AA	"Bindy Sue Frønkünschtein ""bigfootsalienbaby"""	0/0	3.0	3:28:2005
B008FPU7AA	Laughing Gravy	1/3	2.0	3:14:2005
0790747324	"""trucky1958"""	1/1	5.0	6:8:2001
